"","population","racepctblack","racePctWhite","numbUrban","medIncome","NumUnderPov","NumImmig","murders","rapes","ViolentCrimesPerPop"
"798",41042,2.78,94.3,41042,39045,1720,1307,0,NA,NA
"799",12490,36.35,58.94,0,21633,2708,594,3,"13","851.22"
"800",17384,4.1,85.61,0,22186,2445,752,0,"3","242.89"
"801",12235,1.59,96.89,0,36469,655,673,0,"2","103.18"
"802",98052,43.69,53.67,95829,23216,16652,3213,22,"94","2109.96"
"803",50323,1.72,83.17,50323,31699,5173,3533,2,"17","402.75"
"804",16322,0.14,97.84,0,23220,2535,212,0,NA,NA
"805",16543,8.12,91.25,16548,23630,2286,812,2,"7","559.59"
"806",65585,6.57,86.75,65585,43832,3599,9838,1,"12","265.95"
"807",16581,29.65,68.18,0,21011,3047,343,2,"9","1012.03"
"808",11511,1.48,97.16,5794,43937,433,244,0,NA,NA
"809",632270,22.57,74.4,632270,26630,105494,23453,105,"658","1118.78"
"810",51418,2.01,94.86,51418,36945,4418,2950,0,"22","572.76"
"811",12135,0.78,38.93,12141,27415,2100,4807,1,"8","2584.96"
"812",11354,0.24,98.74,0,20472,1512,147,0,NA,NA
"813",18167,7.74,89.84,0,23420,2584,374,0,"2","450.38"
"814",142216,5.25,58.66,142192,37174,17608,44636,16,"55","984.34"
"815",12142,6.05,92.03,0,25221,1609,232,0,"8","259.88"
"816",21947,10.02,88.64,0,26086,2364,556,0,"10","711.46"
"817",10448,15.19,82.53,10448,32237,764,414,0,"2","749.31"
"818",31896,0.6,89.6,31896,54516,2264,4279,2,"13","514.53"
"819",1630553,28.09,52.69,1630672,26261,332974,290374,446,"1109",NA
"820",24174,0.51,98.18,24174,43759,1077,1207,0,"1","273.42"
"821",18906,59.17,40.18,0,15938,6923,120,4,"10","489.94"
"822",54052,37.1,60.19,54052,36043,4482,3897,0,"1","57.79"
"823",95802,13.5,75.28,95802,33140,8794,21350,2,"27","985.62"
"824",13989,3.77,87.34,0,20742,2593,288,0,"3","259.44"
"825",28158,0.24,99.45,25438,32066,1479,379,0,"1","101.26"
"826",75491,7.58,81.61,75491,30121,9289,12444,4,"21","728.32"
"827",13950,0.07,98.05,13950,25341,1797,194,0,"13","254.39"
"828",21265,4.63,88.93,0,14350,6036,1778,1,"9","239.75"
"829",19749,1.13,97.1,19749,49858,505,581,0,"0","34.98"
"830",10582,0.76,97.85,1813,44717,326,320,0,"2","55.76"
"831",736014,59.21,39.1,736014,24045,156284,23467,353,"668","3081.26"
"832",22869,9.26,65.59,22869,39538,1178,4533,1,"8","909.37"
"833",12388,0.15,98.74,0,26873,1277,188,0,"5","105.5"
"834",77010,7.31,77.8,77010,35554,5841,9909,8,NA,NA
"835",84021,0.34,70.94,84021,22068,27236,22212,8,"28","739.5"
"836",33840,1.24,92.04,33840,27785,4316,2069,0,"33","321.96"
"837",53418,0.82,97.6,49020,55752,1837,4215,3,"1",NA
"838",12623,1.8,95.41,12623,60026,218,1074,0,"1","15.03"
"839",26506,14.54,80.05,26506,36297,1759,4919,1,"3","441.95"
"840",27334,1.26,85.47,0,26409,3960,1362,1,"5","1726.58"
"841",52422,1.1,85.74,52422,67892,993,6306,0,"5","144"
"842",45061,4.3,89.06,45061,39822,2549,5915,0,"3","373.88"
"843",27341,45.6,51.64,27341,20731,3812,8871,3,"21","1304.02"
"844",25399,0.66,97.59,0,22497,3772,449,0,NA,NA
"845",46561,2.87,87.21,46561,49475,936,5769,0,NA,NA
"846",24692,12.72,83.03,24692,30007,2209,867,1,"6","232.55"
"847",46951,0.26,94.78,46951,25677,6654,1717,1,"35","524.76"
"848",43426,0.96,96.08,43426,26109,3948,2748,2,"22","439.29"
"849",20075,1.95,92.19,20075,27235,1628,554,0,"3","154.31"
"850",10434,0.73,94.12,10434,36512,399,65,0,"6","171.7"
"851",14061,2.39,91.79,14061,51814,689,1813,0,"5","271.86"
"852",90454,54.83,10.58,90454,24971,24460,24239,62,"75","2169.92"
"853",23087,35.19,63.79,0,24081,3277,252,7,"11","1124.03"
"854",26763,10.72,86.68,26763,29652,1944,725,1,"8","255.32"
"855",20586,0.16,98.09,20586,41129,858,876,0,NA,NA
"856",20592,27.36,70.32,0,24712,3303,606,1,"31","2209.01"
"857",10005,38.46,60.07,0,18619,2352,164,1,"5","2119.93"
"858",34438,8.05,90.21,0,22634,5685,624,2,"10","331.04"
"859",11194,4.96,93.83,0,17058,2260,116,1,"6","1000.98"
"860",17176,4.41,84.78,0,25556,1433,1318,0,"11","99.93"
"861",14583,5.29,92.35,14583,51129,339,611,1,"2","247.89"
"862",73557,3.69,81.15,73557,44700,3559,9519,3,"22","987.28"
"863",10092,0.23,98.84,10092,66844,134,633,0,NA,NA
"864",13030,0.21,97.61,0,25710,1176,157,0,"0","45.13"
"865",13874,3.21,91.44,13874,44218,504,1050,0,"0","354.46"
"866",30326,29.71,68.79,30326,21078,5347,553,6,"6","1884.24"
"867",51881,1.53,97.96,51881,20695,9218,573,0,"16","309.78"
"868",23138,1.12,94.03,0,35140,1805,818,0,"11","332.61"
"869",11041,0.72,96.34,11041,43929,297,202,0,NA,NA
"870",18405,17.79,80.27,18405,25716,2027,480,1,NA,NA
"871",16113,0.16,97.46,0,33628,1047,146,1,"3","167.79"
"872",39788,3.31,95.22,39788,44747,1203,956,2,"7","208.03"
"873",25787,8.04,86.58,24233,51035,871,2708,1,"5","264.12"
"874",22539,0.24,98.43,22539,52783,470,964,0,"3","106.98"
"875",11354,3.21,93.44,11354,35989,790,637,0,"2","348.32"
"876",25594,0.55,97.81,21578,45165,830,1135,0,"7","286.4"
"877",11952,23.44,72.2,0,21946,1803,285,0,"8","742.94"
"878",43877,2.64,93.3,43877,25363,5995,3072,1,"11","353.39"
"879",17460,7.07,71.04,17460,45820,643,2526,0,"2","803.36"
"880",13279,8.49,84.84,13279,39603,773,2480,0,"0","84.88"
"881",22205,5.64,88.49,0,26037,3244,876,3,"1","346.72"
"882",610337,54.84,44.01,610337,22674,136123,8298,198,"725","1633.81"
"883",19460,4.6,92,17709,35228,883,1003,0,"5","786.89"
"884",12823,1.26,84.15,0,14316,3500,180,2,"3","360.5"
"885",36676,3.73,87.56,0,18501,8203,2642,2,"16","267.59"
"886",18219,1.16,92.53,18219,54497,1010,1499,1,"3","538.17"
"887",12183,38.95,60.35,0,21581,2212,83,2,"4","499.72"
"888",15624,0.72,97.66,15624,36906,568,474,2,NA,NA
"889",15076,0.27,94.75,0,21579,2582,388,0,"6","198.58"
"890",50618,2.19,86.95,50618,34205,3914,2157,4,"16","410.47"
"891",21507,1.53,97.3,0,25021,2127,413,1,"5","1276.17"
"892",35308,0.78,96.6,35308,50916,810,1911,0,"2","58.2"
"893",11873,0.37,98.93,0,42386,623,421,0,"0","143.18"
"894",122700,17.85,74.61,122700,26339,23773,3910,14,NA,NA
"895",30093,8.16,85.38,30093,43244,1451,3495,0,"4","206.47"
"896",58724,42.19,49.31,58089,18548,16344,4018,8,"18","1644.35"
"897",12257,96.67,2.68,0,15531,3763,233,2,"9","1282.68"
"898",47923,4.86,92.15,47923,52205,1584,3036,4,"5","194.49"
"899",13241,1.23,98.13,0,21144,2507,189,1,"4","97.97"
"900",19505,5.58,93.87,19505,43148,1194,1171,0,"7","541.74"
"901",11804,9.34,87.88,11805,26710,1444,1669,2,"4","838.59"
"902",26866,23,66.37,26866,20594,7843,5326,3,"30","3364.91"
"903",27725,3.18,87.82,0,39087,1966,1992,3,"7","700.63"
"904",74625,0.99,90.64,74623,36716,4897,3153,2,"16","320.3"
"905",32921,0.12,70.23,32921,15605,14609,8583,2,"14","880.21"
"906",16370,7.67,81.28,0,19906,2995,173,0,"6","428.7"
"907",11265,0.04,98.85,0,24091,1204,86,0,NA,NA
"908",13894,1.17,96.11,13894,39735,892,796,1,NA,NA
"909",61284,2.2,61.55,61284,29492,10172,13623,1,"39","774.19"
"910",112301,1.45,96.2,111456,28242,10557,1760,4,"51","581.49"
"911",15085,15.37,83,0,25007,1437,133,0,"4","503.48"
"912",39983,1.41,96.17,37926,47335,1448,1488,1,"3","111.56"
"913",11656,1.74,86.14,0,28266,1465,1085,0,"9","459.24"
"914",28082,0.14,97.38,0,25711,3131,412,4,"12","233.06"
"915",13178,6.94,90.21,12910,46573,247,647,1,"5","378.11"
"916",35481,10.09,88.84,0,27597,3132,486,0,"4","217.44"
"917",37446,17.67,80.17,37446,20830,9058,644,5,NA,NA
"918",24453,4.27,94.32,22800,27081,2594,901,2,"5","238.15"
"919",77671,1.28,73.45,77671,38020,5811,12435,5,"15","453.49"
"920",10531,0.67,98.32,9560,66084,172,531,0,"0","27.66"
"921",13176,69.94,28.02,13176,13778,4605,84,1,NA,NA
"922",10592,0.61,96.06,0,32708,855,467,0,"1","377.36"
"923",110330,1.81,77.9,110330,56307,6948,24629,1,"12","111.68"
"924",17173,0.49,98.49,0,22617,2401,737,0,"2","215.44"
"925",41967,11.76,59.82,41967,28377,6287,10506,1,"18","1214.45"
"926",23219,0.19,98.02,23219,32285,1373,473,0,"2","174.98"
"927",100217,1.52,88.15,100217,53967,3536,11938,0,"16","237.24"
"928",36427,1.02,94.16,36427,56011,561,2890,0,NA,NA
"929",21816,1.6,96.47,21816,46654,540,598,0,"1","78.56"
"930",48622,3.14,95.46,48622,29987,4673,2037,0,"2","529.02"
"931",10639,18.72,76.46,10639,33527,1431,425,2,"10","1444.58"
"932",21044,40.76,53.02,21044,41187,1251,4403,0,"9","926.23"
"933",17301,0.95,97,17301,46353,624,509,0,"1","61.66"
"934",13790,0.23,95.53,13790,39433,473,2050,0,"2","155.09"
"935",34874,1.24,90.49,34874,37840,2093,9403,1,"8","433.21"
"936",19757,5.66,90.17,19757,66464,515,2646,0,"3","88.69"
"937",19027,3.97,92.37,0,53514,424,875,0,"0","11.72"
"938",53797,6.14,91.22,52551,41224,1786,1728,1,"35","285.38"
"939",55002,17.18,69.88,55002,22577,11887,3653,2,"54","827.14"
"940",10398,2.51,68.29,0,14822,3196,89,2,"5","278.92"
"941",19378,0.42,85.9,19378,78965,549,3003,0,"0","2008.66"
"942",21652,11.91,83.95,21659,57568,690,2869,1,"3","450.45"
"943",26359,2.93,90.16,0,26405,2782,305,1,"20","236.38"
"944",13035,1.37,97.22,9546,42310,643,648,0,"1","368.19"
"945",16312,46.17,52.96,0,20374,3879,168,2,"11","825.36"
"946",24720,0.83,95.53,24720,53488,883,3043,0,"0","39.02"
"947",29038,0.24,98.94,24573,40683,1078,2467,0,"2","624.31"
"948",193187,7.11,89.25,193187,26703,24137,6076,9,"84","461.42"
"949",31300,4.12,92.37,31300,27558,4728,1128,1,"6","123.1"
"950",75728,29.12,67.89,75728,40579,4371,10698,3,NA,NA
"951",14288,0.8,98.04,11217,39864,649,512,0,"4","214.31"
"952",60110,2.18,93.98,60110,49642,2103,7424,1,"1","225.99"
"953",22207,0.76,95.33,22246,40324,1432,946,0,NA,NA
"954",13900,0.17,97.74,0,23819,1460,260,0,"6","134.03"
"955",23788,1.82,95.3,23788,37093,906,580,3,NA,NA
"956",50418,2.48,85.67,50418,30795,6246,3332,9,"19","395.44"
"957",26687,0.92,93.14,0,19642,5035,935,1,"5","284.14"
"958",12967,20.03,78.72,0,21328,1882,500,2,"8","508.57"
"959",12038,1.43,97.65,12038,29647,717,121,0,"6","118.6"
"960",11739,0.94,97.5,0,37783,578,62,0,"4","258.16"
"961",10795,6.33,92.86,10795,28693,1135,39,0,"1","25.51"
"962",15238,18.59,80.8,0,21133,2428,97,2,"0","478.65"
"963",51266,0.95,76.55,51266,39967,4082,10183,4,"17","904.83"
"964",15820,4.25,81.41,0,15795,3382,190,0,"5","532.85"
"965",11997,1.08,96.2,11997,63384,179,1117,0,"0","24.59"
"966",29563,0.97,65.02,0,22168,7593,4868,4,"14","589.14"
"967",131591,18.96,57.25,131591,35103,19043,36227,27,"44","1280.74"
"968",28334,8,91.54,0,17103,5429,558,3,"15","506.39"
"969",17366,22.83,75.96,17366,27552,2892,194,0,"2","853.28"
"970",14369,1.22,97.54,11935,32124,560,333,0,"0","123.17"
"971",10687,17.03,82.03,10687,14423,2630,232,2,"1","456.87"
"972",10033,11.17,87.79,0,23839,897,110,0,"5","397.28"
"973",16491,21.9,76.14,0,20380,2993,712,2,"12","1964.1"
"974",43264,7.67,91.48,43264,21003,8334,273,5,"29","1587.93"
"975",16270,0.45,97.05,0,20184,3037,402,0,"3","45.89"
"976",15346,1.64,91.75,15395,28315,1254,84,0,"5","391.64"
"977",43929,0.58,95.34,43929,29887,4557,1095,1,"19","345.37"
"978",288091,1.85,90.07,288091,30273,27087,14014,6,"111","719.23"
"979",14133,1.7,94.42,11133,44044,466,1050,0,"3","312.39"
"980",12747,12.07,82.57,8616,32083,1725,225,0,NA,NA
"981",11631,0.65,96.03,11631,47513,414,484,0,NA,NA
"982",18100,0.38,96.39,18196,19686,3005,425,1,"8","389.09"
"983",280039,4.82,61.64,279874,43088,16162,86104,2,"5","377.37"
"984",10325,0.83,96.39,10325,43253,574,664,0,"2","257.86"
"985",18601,30.39,56.66,0,19030,5235,183,4,"2","962.82"
"986",22987,7.09,91.75,22987,41489,889,506,1,"0","124.69"
"987",133793,38.85,58.41,133793,30144,13831,3858,14,"49","455.92"
"988",14789,0.22,98.77,0,28381,1083,183,0,"1","93.44"
"989",49188,49.29,49.64,49188,18546,13710,559,21,"23","3834.1"
"990",70811,4.21,93.23,70811,32659,8325,2761,4,NA,NA
"991",10753,1.28,98.36,10753,20036,1692,30,0,"0","36.91"
"992",226338,6.43,80.74,221745,43946,15614,13359,23,"212","872.98"
"993",155037,7.52,78.73,155037,31767,16209,19560,8,"67","401.73"
"994",25001,3.28,95.48,0,30938,2028,740,0,"20","1331.08"
"995",12563,0.19,98.46,2075,63782,274,519,0,"0","31.51"
"996",37708,18.85,69.02,0,19507,8214,384,6,"39","1153.03"
"997",23916,0.13,98.74,0,34337,1025,349,0,"6","127.57"
"998",94440,27.19,70.8,94460,23430,19898,2506,18,"50","869.6"
"999",15698,0.67,98.59,0,22405,1936,119,0,"3","173.57"
"1000",25265,2.97,96.08,21897,34670,1847,279,2,"8","203.33"
"1001",22631,31.74,67.21,22631,19016,5526,198,7,"21","1391.58"
"1002",12053,2.24,92.09,12053,55464,332,1268,0,"1","384.21"
"1003",32893,1.85,95.15,32893,69019,364,1285,0,"1","27.49"
"1004",34378,21.82,75.5,34378,21881,6571,974,3,"23","956.68"
"1005",37986,51.31,35.45,37986,20309,9208,3757,10,"46","3583.48"
"1006",50689,5.71,73.24,50689,38433,3339,10964,2,"12","345.39"
"1007",22282,9.26,73.2,0,26701,2765,2427,3,"7","711.12"
"1008",11712,5.16,93.4,11712,35795,397,549,0,"2","231.16"
"1009",11999,1.33,96.41,6931,34720,594,345,0,"1","147.49"
"1010",38936,2.45,93.6,38936,21380,6967,366,0,NA,NA
"1011",17737,1.14,91.22,0,19382,3717,726,2,"10","506.21"
"1012",10497,0.16,99.05,6789,41449,415,450,0,"1","535.75"
"1013",25746,0.93,96.78,20814,44210,974,1515,2,"4","211.4"
"1014",13404,0.28,79.3,0,22253,2914,2532,2,"10","521.09"
"1015",54249,8.46,40.89,54249,22129,10092,19345,7,"31","1469.9"
"1016",12767,1.02,96.77,0,45884,421,361,0,"0","68.39"
"1017",15696,0.05,97.69,15696,29624,1221,236,0,"7","188.13"
"1018",56741,1.52,89.39,56741,49149,2915,3733,1,"11","314.07"
"1019",11026,0.79,98.77,11026,25569,1785,80,0,"1","235.07"
"1020",17655,0.14,98.91,17655,36418,611,1457,0,"4","96.73"
"1021",36094,0.68,90.88,36094,20382,4985,3604,1,"23","920.55"
"1022",44922,14.49,82.31,0,26394,6525,1315,3,"11","791.96"
"1023",73233,22.87,70.57,73233,41115,6409,8389,1,NA,NA
"1024",11314,35.15,62.76,11314,17500,3207,272,2,NA,NA
"1025",11451,0.51,97.97,0,27095,1312,440,1,"10","1064.63"
"1026",33685,0.88,96.09,33661,34006,2432,1032,0,"9","278.64"
"1027",19278,6.4,91.39,19278,47064,259,760,0,NA,NA
"1028",33233,3.14,94.45,19675,44690,1234,2133,0,"0","67.2"
"1029",12841,10.29,82.84,12841,26470,1436,855,2,"18","824.95"
"1030",16761,6.89,91.91,0,26298,2354,245,0,"4","155.37"
"1031",24127,1.59,86.83,24127,50859,1123,3982,0,"3","166.15"
"1032",47025,1.06,95,47025,59290,1027,5068,1,"9","125.54"
"1033",77211,13.8,68.17,77211,36886,5492,8916,10,"46","951.34"
"1034",10026,45.42,54.12,0,21344,2298,91,1,"14","1334.6"
"1035",14312,0.25,99.26,8557,36170,799,625,0,"0","48.01"
"1036",27702,1.08,97.1,27702,39638,836,963,0,"4","98.95"
"1037",37049,24.77,66.36,37049,38976,2483,8711,4,"12","441.08"
"1038",18697,1.67,90.93,18716,42565,879,648,0,"1","204.68"
"1039",12179,1.63,92.86,9724,52193,131,833,1,"0","56.51"
"1040",29696,17.99,81.32,29696,22369,3447,146,5,"11","474.31"
"1041",354202,8.3,59.18,354202,24923,83108,60735,87,"216","1418.55"
"1042",98962,0.2,84.77,98962,15890,42594,28569,17,"28","953.67"
"1043",14062,14.25,83.86,0,20298,2574,242,1,"13","1215.48"
"1044",114144,2.17,74.65,114144,41921,10985,26981,2,"36","530.44"
"1045",12101,0.47,96.41,0,21618,1946,376,0,"10","537.26"
"1046",22247,2.13,95.77,22232,49148,542,1287,0,"1","84.35"
"1047",105090,4.98,86.17,105090,25983,12999,6088,6,"42","681.43"
"1048",18177,0.39,98.9,18177,40798,565,553,1,"0","96.47"
"1049",10830,1.18,90.88,3809,72369,78,1304,0,"0","85.9"
"1050",16362,13.09,85.19,0,24294,2011,202,1,"2","628.09"
"1051",18059,3.52,95.95,0,17884,3019,216,0,"5","84.57"
"1052",29105,6.61,48.03,29105,64333,1186,10160,2,"8","495.28"
"1053",116646,80.57,16.31,116646,19390,33964,1660,105,"174","2154.96"
"1054",84236,9.19,84.84,84236,26883,11284,3694,8,"53","1395.22"
"1055",13864,1,97.52,8518,27900,1446,544,0,"3","292.52"
"1056",14748,0.52,98.45,14748,32369,745,464,0,"3","106.96"
"1057",17894,0.23,94.46,0,25878,2172,1134,0,"9","266.29"
"1058",36830,42.37,53.68,36830,18913,10591,3419,10,"50","2581.96"
"1059",29040,0.93,97.28,0,24146,2695,323,2,"4","1088.12"
"1060",47039,1.21,96.78,47039,39800,2140,5353,0,"13","155.42"
"1061",19564,3.91,90.9,19564,45303,809,1011,1,"7","149.6"
"1062",18387,6.1,83.01,0,17826,4106,645,0,"13","695.28"
"1063",24800,1.44,94.17,0,21619,3588,583,6,"11","297.37"
"1064",14207,2.69,66.17,14207,23485,3012,3210,0,"0","306.54"
"1065",25276,3.76,66.81,0,22053,6602,1326,4,"15","832.32"
"1066",37826,5.59,91.27,37826,34324,1870,1780,1,NA,NA
"1067",15714,1.4,97.7,0,17391,3602,279,1,"3","212.73"
"1068",22141,0.31,98.88,0,37397,943,927,0,"0","78.94"
"1069",18403,8.28,90,18403,34181,1392,1398,2,"2","346.99"
"1070",11865,0.41,98,7825,50896,554,532,0,"1","84.02"
"1071",11312,2.17,96.3,11312,36332,582,372,0,"4","171.06"
"1072",12863,0.52,98.59,0,23044,1335,139,0,"5","108.07"
"1073",141865,3.2,86.85,141865,31885,18603,10262,4,"65","556.4"
"1074",14475,34.85,63.24,0,21205,2964,282,2,"11","1240.39"
"1075",11530,15.21,81.25,11530,25393,1406,558,0,"3","212.83"
"1076",14558,2.69,96.49,14558,32964,599,709,0,"1","130.01"
"1077",30981,15.87,80.22,30981,33863,2004,1834,1,"13","447.45"
"1078",17728,1.46,97.34,17728,37539,581,1023,0,"0","54.99"
"1079",13176,9.32,87.84,13176,28435,978,343,0,"10","487.73"
"1080",49848,2.03,96.07,49892,48210,1550,3200,1,"2","76.92"
"1081",28658,19.5,73.5,28658,30693,4163,3024,2,"13","1227.61"
"1082",12060,7.75,82.35,12060,27483,1010,769,2,"11","771.88"
"1083",11427,1.55,96.9,2576,50714,302,424,0,"0","43.71"
"1084",28132,1.37,96.8,28086,40174,1317,516,0,"4","454.84"
"1085",51003,0.72,93.78,51003,21947,9881,2120,0,"7","74.09"
"1086",21822,0.22,98.37,21822,34602,1096,641,0,"0","163.75"
"1087",14939,17.63,81.01,0,22504,2033,236,1,"0","906.29"
"1088",65410,0.51,97.9,65410,36835,2963,4175,1,NA,NA
"1089",18871,3.8,95.48,18884,18683,4796,116,2,"13","1093.88"
"1090",46325,16.68,81.57,46325,26950,4562,7000,6,"25","832.58"
"1091",15004,5.31,94.3,0,26171,1616,57,0,"6","112.94"
"1092",17350,3.29,95.65,17350,26877,1686,1088,1,"15","657.11"
"1093",10982,1.42,94.91,10982,44933,421,1689,0,"2","236.22"
"1094",18893,5.25,93.64,18893,36698,801,263,1,"3","270.39"
"1095",24587,0.74,96.4,24587,48828,679,665,2,NA,NA
"1096",269063,29.65,69.21,269157,20141,59144,4047,37,"135","999.13"
"1097",27557,0.66,96.98,27557,60357,896,2092,0,"3","144.44"
"1098",12765,24.29,66.7,0,17552,3203,896,4,"10","594.35"
"1099",45549,24.04,74.53,45549,21061,9016,379,6,"48","2344.68"
"1100",80414,41.58,57.23,80414,25153,16227,1906,12,"35","1283.7"
"1101",24410,1.07,96.97,24424,81957,762,2974,0,"0","121.07"
"1102",64358,1.12,96.59,64358,26576,8783,3293,2,"61","673.11"
"1103",13496,0.55,98.71,0,22023,2064,115,0,"6","165.96"
"1104",53549,6.43,93,53549,21952,9804,259,4,"30","275.38"
"1105",24638,0.67,94.31,24552,39067,1239,870,0,"1","259.69"
"1106",15115,6.1,77.69,15115,38822,1137,3839,0,"3","253.89"
"1107",20079,1.57,97.15,0,24536,2248,349,0,"1","33.01"
"1108",12362,0.11,98.58,0,22993,1728,240,0,NA,NA
"1109",13559,0.54,90.34,13559,24162,2007,861,2,"3","126.61"
"1110",136611,45.71,51.71,136594,27256,19163,5205,26,"109","1169.38"
"1111",15989,1.01,97.28,5382,87686,475,1288,0,"0","43.13"
"1112",10074,1.3,97.8,8669,42841,322,186,1,"2","170.42"
"1113",12291,20.29,64.86,0,20743,2881,1452,3,"3","358.01"
"1114",23928,1.6,83.03,23928,53480,1056,2639,1,"10","479.52"
"1115",46079,3.86,86.76,45931,34050,4874,2648,7,"16","673.62"
"1116",19082,5.16,76.11,0,25926,3274,911,3,"15","1392.77"
"1117",24927,0.16,95.98,0,22422,2872,262,1,"14","204.97"
"1118",20608,1.31,96.22,15745,52979,531,1538,0,"2","67.86"
"1119",35309,2.84,93.55,31970,51676,787,1964,0,"4","182.6"
"1120",16376,0.39,98.02,16376,35108,833,128,0,"2","155.08"
"1121",24631,1.47,93.38,0,36481,1341,1472,0,"9","93.7"
"1122",108056,17.78,76.28,108056,49787,6728,20075,8,"22","500.94"
"1123",11452,0.39,98.63,11460,39738,301,139,0,"4","134.91"
"1124",42155,1.13,89.89,42155,28261,5814,1994,2,"32","380.43"
"1125",12541,0.58,96.42,12528,37117,746,309,0,NA,NA
"1126",11628,1.38,97.49,11628,56585,321,383,0,"1","68.71"
"1127",14396,1.73,96.19,14396,33107,704,327,0,"6","366.66"
"1128",78331,15.48,79.29,78331,48171,4034,10421,9,"10","412.91"
"1129",364040,37.94,60.51,364040,21006,85319,10045,39,"449","1562.48"
"1130",21249,4.72,92.84,10620,41933,808,912,0,"1","159.32"
"1131",24426,5.61,93.29,0,25000,3454,544,0,"14","911.96"
"1132",20976,9.12,88.63,20713,28070,2468,718,1,NA,NA
"1133",27256,20.89,78.4,0,17196,6305,274,4,"25","1660.33"
"1134",12358,1.5,96.16,12358,43593,370,821,0,"0","137.42"
"1135",258295,11.43,78.42,257892,30590,29084,26494,91,"435","1014.86"
"1136",10579,0.52,98.11,0,38868,983,335,0,"1","375.6"
"1137",13364,17.13,36.2,0,21558,1965,2136,2,"4","764.68"
"1138",12805,1.07,92.13,12805,43365,428,1826,0,"2","146.46"
"1139",12996,2.7,93.65,12312,57561,204,1067,0,"0","141.03"
"1140",106612,52.19,47.15,106640,21038,25178,893,20,"102","820.1"
"1141",10428,0.68,98.52,0,48000,94,262,0,"0","55.83"
"1142",28887,5.2,90.94,28887,34168,2031,705,0,NA,NA
"1143",22906,38.27,60.06,0,18858,5617,253,6,"18","2193.23"
"1144",14729,0.26,57.67,0,17103,4844,1858,0,"1","339.49"
"1145",30085,2.21,74.29,30085,30908,4046,7483,8,"19","1231.81"
"1146",11668,0.2,97.86,11668,41178,338,182,0,"2","44.86"
"1147",44129,20.53,76.27,44129,27371,6079,2254,0,"62","845.51"
"1148",20820,1.05,97.91,0,26668,1818,372,0,"19","243.98"
"1149",16189,23.06,70.73,16189,42748,1116,3166,0,"3","794.37"
"1150",21923,7.72,91.25,0,22458,4250,292,0,"10","415.27"
"1151",19859,2.34,96.52,0,18829,3575,194,0,"9","140.25"
"1152",10970,1.82,85.35,0,15570,3675,1740,0,"2","541.85"
"1153",10940,4.42,93.96,9346,43673,299,241,0,"2","131.59"
"1154",32383,0.48,96.12,32375,53971,819,1940,0,"1","369.33"
"1155",55530,33.88,64.94,55530,20609,11780,1008,7,"38","1202.99"
"1156",186206,8.56,77.63,186281,24130,34593,6123,17,"136","643.52"
"1157",54780,11.48,73.01,54780,30733,5739,3226,4,"46","902.54"
"1158",92788,12.96,80.24,92788,31712,12396,10391,15,"54","1315.31"
"1159",76371,0.85,97.1,72317,40704,3699,4009,1,"16","205.97"
"1160",34012,1.07,98.12,34012,25906,2357,2400,1,"10","513.6"
"1161",47585,2.79,89.57,47585,45890,1971,5431,0,"22","383.35"
"1162",30250,0.48,98.48,30250,41726,1065,759,0,"10","74"
"1163",164693,26.9,68.76,164693,26119,23797,11436,15,"209","2304.49"
"1164",53240,7.44,42.35,53240,59076,2096,19350,5,"10","908.08"
"1165",28808,3.26,91.39,17347,59069,379,2388,0,"0","32.29"
"1166",12035,17.63,81.33,0,25384,1745,117,0,"6","716.27"
"1167",20393,1.81,88.15,20393,40600,942,6369,0,"3","124.14"
"1168",13142,1.36,81.06,0,17278,2488,66,0,"9","400.42"
"1169",10573,0.61,96.62,9789,27922,1294,497,0,"0","18.87"
"1170",39253,0.94,94.25,39253,48668,963,3251,8,NA,NA
"1171",65674,0.99,97.62,65690,24296,4788,3946,1,"22","622.5"
"1172",60838,0.46,97.33,60838,36771,3313,5638,2,NA,NA
"1173",65566,8.69,88.6,65566,24316,9399,3665,5,"40","1033.4"
"1174",68586,2.14,90.6,68586,47029,1826,6569,1,NA,NA
"1175",10602,1.39,85.37,10602,84498,191,1234,0,"0","137.47"
"1176",41882,40.43,58.22,41891,15576,13483,983,10,"26","734.56"
"1177",15467,0.8,96.5,15467,63203,336,1077,0,"3","44.06"
"1178",372242,43.88,32.47,372242,27095,68781,73524,154,"353","2601.6"
"1179",30548,0.59,95.96,30548,49658,894,5069,0,"0","79.76"
"1180",39162,5.49,92.63,37530,37783,1074,871,1,"7","401.67"
"1181",33181,0.92,97.11,33181,24674,4702,1120,2,"18","224.8"
"1182",36175,0.13,97.43,36175,52817,443,3812,0,NA,NA
"1183",24250,2.78,84.9,24250,38037,1609,3290,1,"0","386.92"
"1184",15600,1.1,90.42,13977,74825,122,1646,1,"1","37.13"
"1185",14167,2.48,93.36,13578,48547,387,676,0,"1","69.41"
"1186",48655,0.29,97.97,48655,47930,1366,3247,1,NA,NA
"1187",61921,30.72,67.37,61921,18631,13026,4360,12,"90","2082.86"
"1188",16685,1.06,95.97,16223,38694,645,874,0,"2","203.29"
"1189",29941,0.11,97.17,29988,25376,2775,480,1,"9","178.31"
"1190",12694,0.16,80.42,0,12908,6187,2298,1,"9","1266.08"
"1191",68637,10.49,86.66,68637,19950,14308,3718,14,"24","426.71"
