"","racepctblack","racePctWhite","PctImmigRec5","PctRecImmig5","rapes","rapesPerPop","arsons","arsonsPerPop","ViolentCrimesPerPop","nonViolPerPop"
"776",3.75,88.94,21,1.26,"42","219.67","10","52.3","564.85","4979.08"
"777",6,91.86,44.75,1.23,"4","25.08","7","43.9","363.7","2627.45"
"778",0.46,98.78,9.94,1.63,"0","0","0","0","116.1","1736.87"
"779",1.99,90.35,28.33,3.88,"4","16.17","4","16.17","80.84","1240.86"
"780",18.19,67.49,15.86,1.06,"1","6.86","1","6.86","260.79","4879.56"
"783",11.75,77.39,19.69,0.28,"4","16.85","2","8.42","724.52","9448.19"
"786",0.64,26.75,29.76,15.42,"9","15.46","2","3.44","893.29","4078.2"
"787",3.36,72.53,20.55,5.33,"28","27.89","46","45.82","514.99","3743.36"
"788",25.58,72.23,9.87,0.26,"12","48.58","33","133.61","708.53","5299.81"
"789",0.44,98.58,2.12,0.1,"3","11.66","0","0","69.94","2121.46"
"790",3.1,91.76,51.33,1.59,"13","21.1","21","34.09","160.72","3298.75"
"792",0.99,97.62,15.74,0.71,"6","10.77","11","19.75","441.72","2813.69"
"793",38.93,59.62,32.48,0.68,"122","59.18","52","25.23","1076.95","7955.35"
"797",0.25,96.43,20.14,0.62,"9","12.83","25","35.64","64.14","3807.28"
"799",36.35,58.94,41.75,1.99,"13","97.93","2","15.07","851.22","6410.55"
"800",4.1,85.61,10.11,0.44,"3","15.5","8","41.34","242.89","4382.43"
"801",1.59,96.89,10.85,0.6,"2","15.87","5","39.69","103.18","1690.61"
"802",43.69,53.67,42.42,1.39,"94","89.99","13","12.45","2109.96","9737.98"
"803",1.72,83.17,29.55,2.07,"17","28.06","29","47.87","402.75","4874.22"
"805",8.12,91.25,16.26,0.8,"7","38.78","0","0","559.59","4770.35"
"806",6.57,86.75,30.54,4.58,"12","18.55","12","18.55","265.95","5201.39"
"807",29.65,68.18,34.11,0.71,"9","47.69","8","42.39","1012.03","7900.17"
"809",22.57,74.4,37.21,1.38,"658","103.02","1029","161.1","1118.78","7860.14"
"810",2.01,94.86,17.8,1.02,"22","41.31","30","56.34","572.76","4499.45"
"811",0.78,38.93,19.74,7.82,"8","64.42","6","48.32","2584.96","13802.54"
"813",7.74,89.84,28.61,0.59,"2","10.24","2","10.24","450.38","4601.05"
"814",5.25,58.66,26.18,8.22,"55","37.52","56","38.2","984.34","4941.47"
"815",6.05,92.03,70.26,1.34,"8","63","0","0","259.88","3016.22"
"816",10.02,88.64,30.94,0.78,"10","41.61","7","29.12","711.46","7368.42"
"817",15.19,82.53,26.33,1.04,"2","18.97","1","9.48","749.31","12349.43"
"818",0.6,89.6,42.84,5.75,"13","38.66","7","20.82","514.53","3967.52"
"820",0.51,98.18,14.08,0.7,"1","3.91","0","0","273.42","4886.34"
"821",59.17,40.18,40.83,0.26,"10","52.68","7","36.88","489.94","11189.55"
"822",37.1,60.19,29.48,2.13,"1","1.86","0","0","57.79","2464.39"
"823",13.5,75.28,35.92,8.01,"27","28.77","21","22.38","985.62","5843.37"
"824",3.77,87.34,8.68,0.18,"3","21.62","5","36.03","259.44","4533.01"
"825",0.24,99.45,6.07,0.08,"1","3.49","1","3.49","101.26","1386.17"
"826",7.58,81.61,21.27,3.51,"21","30.05","1","1.43","728.32","6652.17"
"827",0.07,98.05,13.92,0.19,"13","80.66","1","6.2","254.39","3623.5"
"828",4.63,88.93,69.97,5.85,"9","42.31","0","0","239.75","2848.82"
"830",0.76,97.85,11.88,0.36,"2","18.59","0","0","55.76","2090.88"
"831",59.21,39.1,23.79,0.76,"668","93.79","545","76.52","3081.26","9901.59"
"832",9.26,65.59,22.35,4.43,"8","35.32","9","39.73","909.37","7323.53"
"833",0.15,98.74,12.23,0.19,"5","23.98","5","23.98","105.5","3879.54"
"835",0.34,70.94,22.39,5.92,"28","28.84","20","20.6","739.5","11503.4"
"836",1.24,92.04,16.67,1.02,"33","81.73","8","19.81","321.96","6939.42"
"838",1.8,95.41,7.45,0.63,"1","7.51","1","7.51","15.03","1059.59"
"839",14.54,80.05,28.71,5.33,"3","10.78","8","28.74","441.95","4915.38"
"840",1.26,85.47,22.69,1.13,"5","15.75","9","28.36","1726.58","5293.17"
"841",1.1,85.74,15.59,1.88,"5","8.09","23","37.21","144","2103.36"
"842",4.3,89.06,23.4,3.07,"3","6.56","5","10.93","373.88","4309.42"
"843",45.6,51.64,23.79,7.72,"21","74.82","3","10.69","1304.02","6160.26"
"846",12.72,83.03,20.53,0.72,"6","21.8","1","3.63","232.55","2405.44"
"847",0.26,94.78,15.55,0.57,"35","65.36","44","82.17","524.76","8117.95"
"848",0.96,96.08,16.45,1.04,"22","48.08","18","39.34","439.29","6521.55"
"849",1.95,92.19,24.73,0.68,"3","14.93","7","34.84","154.31","4514.91"
"850",0.73,94.12,7.69,0.05,"6","51.51","2","17.17","171.7","2841.69"
"851",2.39,91.79,23,2.97,"5","32.36","1","6.47","271.86","6964.85"
"852",54.83,10.58,28.64,7.68,"75","77.35","28","28.88","2169.92","5011.24"
"853",35.19,63.79,51.19,0.56,"11","38.88","14","49.49","1124.03","9154.85"
"854",10.72,86.68,11.17,0.3,"8","29.18","1","3.65","255.32","3490.54"
"856",27.36,70.32,42.41,1.25,"31","138.62","23","102.85","2209.01","11255.2"
"857",38.46,60.07,21.95,0.36,"5","49.07","3","29.44","2119.93","13023.85"
"858",8.05,90.21,54.17,0.98,"10","27.59","2","5.52","331.04","5892.58"
"859",4.96,93.83,18.1,0.19,"6","48.83","9","73.24","1000.98","6331.38"
"860",4.41,84.78,29.21,2.24,"11","57.85","5","26.3","99.93","3355.42"
"861",5.29,92.35,9.33,0.39,"2","13.4","0","0","247.89","2994.77"
"862",3.69,81.15,18.78,2.43,"22","27.56","29","36.33","987.28","5192.01"
"864",0.21,97.61,34.39,0.41,"0","0","2","15.04","45.13","2858.43"
"865",3.21,91.44,25.52,1.93,"0","0","1","7.23","354.46","4730.9"
"866",29.71,68.79,20.98,0.38,"6","18.84","19","59.67","1884.24","9160.57"
"867",1.53,97.96,7.33,0.08,"16","30.41","22","41.81","309.78","2708.2"
"868",1.12,94.03,11,0.39,"11","45.17","6","24.64","332.61","3646.37"
"871",0.16,97.46,0,0,"3","16.24","8","43.3","167.79","3112.31"
"873",8.04,86.58,23.23,2.44,"5","18.87","4","15.09","264.12","7399.16"
"874",0.24,98.43,4.88,0.21,"3","12.84","0","0","106.98","1377.95"
"875",3.21,93.44,27.94,1.57,"2","16.59","3","24.88","348.32","5382.32"
"876",0.55,97.81,12.78,0.57,"7","26.38","0","0","286.4","3764.7"
"877",23.44,72.2,19.65,0.47,"8","62.56","6","46.92","742.94","5802.77"
"878",2.64,93.3,13.93,0.98,"11","27.18","8","19.77","353.39","2444.09"
"879",7.07,71.04,9.18,1.33,"2","10.78","11","59.31","803.36","5154.47"
"880",8.49,84.84,43.91,8.2,"0","0","1","7.72","84.88","2253.09"
"881",5.64,88.49,21.69,0.86,"1","4.23","8","33.83","346.72","6054.97"
"882",54.84,44.01,28.55,0.39,"725","117.13","585","94.51","1633.81","8501.39"
"883",4.6,92,22.23,1.15,"5","25.22","4","20.18","786.89","2133.67"
"884",1.26,84.15,12.78,0.18,"3","22.53","5","37.55","360.5","6023.28"
"885",3.73,87.56,64.08,4.62,"16","42.39","18","47.69","267.59","3799.28"
"886",1.16,92.53,25.15,2.07,"3","15.83","5","26.38","538.17","5550.57"
"887",38.95,60.35,0,0,"4","31.73","5","39.66","499.72","8043.15"
"889",0.27,94.75,22.94,0.59,"6","34.04","6","34.04","198.58","6683.69"
"890",2.19,86.95,11.87,0.51,"16","22.04","12","16.53","410.47","3629.48"
"891",1.53,97.3,2.66,0.05,"5","21.63","2","8.65","1276.17","4771.59"
"892",0.78,96.6,15.02,0.81,"2","5.29","9","23.81","58.2","2084.49"
"893",0.37,98.93,13.54,0.48,"0","0","0","0","143.18","1988.55"
"895",8.16,85.38,14.11,1.64,"4","12.9","4","12.9","206.47","3229.34"
"896",42.19,49.31,17.77,1.22,"18","30.05","55","91.82","1644.35","7692.56"
"897",96.67,2.68,35.62,0.68,"9","73.53","3","24.51","1282.68","8545.75"
"898",4.86,92.15,33.3,2.11,"5","8.92","10","17.84","194.49","3855.9"
"899",1.23,98.13,0,0,"4","30.14","0","0","97.97","2449.13"
"900",5.58,93.87,16.23,0.97,"7","32.41","1","4.63","541.74","5922.12"
"901",9.34,87.88,31.94,4.52,"4","33.21","1","8.3","838.59","9407.17"
"902",23,66.37,37.7,7.47,"30","128.6","8","34.29","3364.91","14008.32"
"903",3.18,87.82,28.61,2.06,"7","23.69","57","192.93","700.63","3604.67"
"904",0.99,90.64,23.98,1.01,"16","18.11","17","19.24","320.3","4810.2"
"905",0.12,70.23,19.61,5.11,"14","37.57","37","99.29","880.21","9164.34"
"906",7.67,81.28,11.56,0.12,"6","33.84","9","50.77","428.7","4078.29"
"909",2.2,61.55,32.53,7.23,"39","58.86","8","12.07","774.19","6688.5"
"910",1.45,96.2,15,0.24,"51","45.28","29","25.75","581.49","5835.3"
"911",15.37,83,31.58,0.28,"4","22.63","2","11.31","503.48","6579.17"
"912",1.41,96.17,9.81,0.37,"3","12.87","3","12.87","111.56","4376.74"
"913",1.74,86.14,26.82,2.5,"9","73.81","3","24.6","459.24","3345.91"
"914",0.14,97.38,25.49,0.37,"12","38.84","23","74.45","233.06","4017.09"
"915",6.94,90.21,12.21,0.6,"5","37.07","3","22.24","378.11","3024.91"
"916",10.09,88.84,11.73,0.16,"4","10.74","8","21.48","217.44","4225.28"
"919",1.28,73.45,24.14,3.87,"15","15.53","16","16.57","453.49","3505.76"
"920",0.67,98.32,7.72,0.39,"0","0","0","0","27.66","1069.52"
"922",0.61,96.06,0,0,"1","8.39","3","25.16","377.36","4293.5"
"923",1.81,77.9,25.82,5.76,"12","9.5","38","30.1","111.68","3520.65"
"924",0.49,98.49,18.72,0.8,"2","12.31","1","6.16","215.44","5884.53"
"925",11.76,59.82,28.75,7.2,"18","44.25","17","41.79","1214.45","6534.41"
"926",0.19,98.02,19.45,0.4,"2","8.14","4","16.28","174.98","3316.51"
"927",1.52,88.15,21.92,2.61,"16","14.89","24","22.33","237.24","2453.34"
"929",1.6,96.47,19.06,0.52,"1","4.13","0","0","78.56","1649.71"
"930",3.14,95.46,13.89,0.58,"2","4.28","0","0","529.02","3452.56"
"931",18.72,76.46,14.59,0.58,"10","92.6","18","166.68","1444.58","6982.13"
"932",40.76,53.02,17.03,3.56,"9","41.68","5","23.16","926.23","6080.67"
"933",0.95,97,10.61,0.31,"1","5.61","0","0","61.66","1154.71"
"934",0.23,95.53,11.85,1.76,"2","14.1","0","0","155.09","2629.54"
"935",1.24,90.49,27.96,7.54,"8","22.22","5","13.89","433.21","5695.64"
"936",5.66,90.17,30.8,4.13,"3","14.78","3","14.78","88.69","2049.66"
"937",3.97,92.37,52.11,2.4,"0","0","1","3.91","11.72","917.97"
"938",6.14,91.22,16.15,0.52,"35","62.43","6","10.7","285.38","3708.2"
"939",17.18,69.88,33.97,2.26,"54","87.24","8","12.92","827.14","6242.33"
"940",2.51,68.29,52.81,0.45,"5","43.58","1","8.72","278.92","5308.11"
"941",0.42,85.9,19.45,3.01,"0","0","3","118.16","2008.66","14021.27"
"942",11.91,83.95,21.89,2.9,"3","13.65","2","9.1","450.45","4659.2"
"943",2.93,90.16,11.48,0.13,"20","76.25","24","91.5","236.38","4373.02"
"944",1.37,97.22,16.2,0.81,"1","7.36","0","0","368.19","751.1"
"945",46.17,52.96,19.64,0.2,"11","60.13","0","0","825.36","7165.89"
"946",0.83,95.53,25.5,3.14,"0","0","2","7.8","39.02","1342.18"
"947",0.24,98.94,9.57,0.81,"2","6.68","1","3.34","624.31","2670.85"
"948",7.11,89.25,21.87,0.69,"84","42.97","233","119.19","461.42","7589.33"
"949",4.12,92.37,39.1,1.41,"6","19.96","4","13.31","123.1","3396.77"
"951",0.8,98.04,5.47,0.2,"4","27.65","4","27.65","214.31","2468.03"
"952",2.18,93.98,18.14,2.24,"1","1.66","9","14.96","225.99","3845.13"
"954",0.17,97.74,10.38,0.19,"6","40.21","4","26.81","134.03","3752.85"
"956",2.48,85.67,21.28,1.41,"19","31.97","18","30.29","395.44","4073.84"
"957",0.92,93.14,54.01,1.89,"5","18.21","7","25.5","284.14","3508.07"
"958",20.03,78.72,8.8,0.34,"8","52.16","0","0","508.57","2549.39"
"959",1.43,97.65,38.84,0.39,"6","50.83","0","0","118.6","2685.53"
"960",0.94,97.5,0,0,"4","30.37","2","15.19","258.16","5011.39"
"962",18.59,80.8,59.79,0.38,"0","0","3","18.65","478.65","5613.23"
"963",0.95,76.55,31.42,6.24,"17","31.52","16","29.67","904.83","3982.72"
"964",4.25,81.41,46.84,0.56,"5","31.34","7","43.88","532.85","4783.1"
"965",1.08,96.2,17.55,1.63,"0","0","1","8.2","24.59","696.61"
"966",0.97,65.02,31.41,5.17,"14","42.96","2","6.14","589.14","7149.43"
"967",18.96,57.25,31.11,8.57,"44","32.63","51","37.82","1280.74","5938.71"
"968",8,91.54,3.41,0.07,"15","53.87","22","79.01","506.39","3541.16"
"970",1.22,97.54,7.81,0.18,"0","0","0","0","123.17","5166.28"
"971",17.03,82.03,3.45,0.07,"1","8.96","1","8.96","456.87","1702.05"
"972",11.17,87.79,6.36,0.07,"5","47.29","1","9.46","397.28","4048.43"
"973",21.9,76.14,19.66,0.85,"12","65.47","4","21.82","1964.1","12766.65"
"974",7.67,91.48,15.02,0.09,"29","67.62","73","170.22","1587.93","8580.89"
"975",0.45,97.05,46.77,1.16,"3","17.21","0","0","45.89","3092.01"
"976",1.64,91.75,10.71,0.06,"5","30.13","1","6.03","391.64","4295.96"
"977",0.58,95.34,19.45,0.48,"19","37.07","26","50.73","345.37","5715.12"
"978",1.85,90.07,23.73,1.15,"111","34.19","86","26.49","719.23","6744.72"
"979",1.7,94.42,27.24,2.02,"3","20.37","0","0","312.39","2159.59"
"982",0.38,96.39,19.76,0.46,"8","36.19","6","27.15","389.09","4569.52"
"983",4.82,61.64,21.87,6.72,"5","8.9","21","37.38","377.37","3809.32"
"984",0.83,96.39,14.91,0.96,"2","19.1","3","28.65","257.86","1537.58"
"985",30.39,56.66,5.46,0.05,"2","10.24","11","56.34","962.82","10739.53"
"986",7.09,91.75,45.45,1,"0","0","6","25.8","124.69","1835.93"
"987",38.85,58.41,20.84,0.6,"49","34.74","73","51.76","455.92","5054.1"
"989",49.29,49.64,20.93,0.24,"23","49.71","0","0","3834.1","8997.38"
"991",1.28,98.36,0,0,"0","0","0","0","36.91","3617.57"
"992",6.43,80.74,25.86,1.53,"212","83.63","105","41.42","872.98","5535.31"
"993",7.52,78.73,32.14,4.05,"67","39.88","45","26.78","401.73","6063.49"
"994",3.28,95.48,14.05,0.42,"20","76.72","7","26.85","1331.08","4814.15"
"995",0.19,98.46,5.78,0.24,"0","0","0","0","31.51","992.67"
"996",18.85,69.02,24.22,0.25,"39","99.49","20","51.02","1153.03","7048.29"
"997",0.13,98.74,1.72,0.03,"6","21.87","9","32.8","127.57","4516.13"
"998",27.19,70.8,40.06,1.06,"50","48.58","52","50.52","869.6","7573.77"
"999",0.67,98.59,0,0,"3","17.96","1","5.99","173.57","2735.22"
"1000",2.97,96.08,15.41,0.17,"8","24.28","4","12.14","203.33","3842.07"
"1001",31.74,67.21,31.82,0.28,"21","90.47","18","77.55","1391.58","12127.87"
"1002",2.24,92.09,17.74,1.87,"1","8.17","11","89.92","384.21","2542.3"
"1003",1.85,95.15,13.31,0.52,"1","2.75","2","5.5","27.49","1836.38"
"1004",21.82,75.5,13.14,0.37,"23","59.63","17","44.07","956.68","8241.94"
"1005",51.31,35.45,22.54,2.23,"46","125.16","102","277.54","3583.48","27010.77"
"1006",5.71,73.24,38.64,8.36,"12","20.42","33","56.15","345.39","5361.21"
"1007",9.26,73.2,19.41,2.11,"7","29.81","10","42.58","711.12","5344.06"
"1008",5.16,93.4,14.39,0.67,"2","17.12","0","0","231.16","1832.19"
"1009",1.33,96.41,33.33,0.96,"1","8.19","0","0","147.49","4285.48"
"1011",1.14,91.22,31.82,1.3,"10","52.19","5","26.09","506.21","4315.83"
"1012",0.16,99.05,7.78,0.33,"1","9.24","0","0","535.75","1995.2"
"1013",0.93,96.78,8.65,0.51,"4","15.37","4","15.37","211.4","5796.21"
"1014",0.28,79.3,43.36,8.19,"10","70.42","12","84.5","521.09","6724.88"
"1015",8.46,40.89,29.75,10.61,"31","53.61","34","58.8","1469.9","7496.5"
"1016",1.02,96.77,21.05,0.6,"0","0","1","7.6","68.39","1732.65"
"1017",0.05,97.69,13.98,0.21,"7","37.63","0","0","188.13","3794.88"
"1018",1.52,89.39,26.49,1.74,"11","17.27","15","23.56","314.07","4690.64"
"1019",0.79,98.77,12.5,0.09,"1","8.71","0","0","235.07","4762.32"
"1020",0.14,98.91,0.48,0.04,"4","21.49","0","0","96.73","2015.15"
"1021",0.68,90.88,27.69,2.77,"23","54.99","25","59.78","920.55","8139.06"
"1022",14.49,82.31,38.33,1.12,"11","21.51","11","21.51","791.96","6476.47"
"1025",0.51,97.97,6.14,0.24,"10","83.83","0","0","1064.63","2975.94"
"1026",0.88,96.09,21.41,0.66,"9","23.22","20","51.6","278.64","2706.47"
"1028",3.14,94.45,8.25,0.53,"0","0","3","8.77","67.2","4227.9"
"1029",10.29,82.84,11.46,0.76,"18","98.99","3","16.5","824.95","2826.82"
"1031",1.59,86.83,17.23,2.84,"3","11.87","3","11.87","166.15","2713.82"
"1032",1.06,95,13.3,1.43,"9","18.22","5","10.12","125.54","5088.28"
"1033",13.8,68.17,18.86,2.18,"46","54.63","50","59.38","951.34","5904.01"
"1034",45.42,54.12,31.87,0.29,"14","120.54","1","8.61","1334.6","12493.54"
"1035",0.25,99.26,3.84,0.17,"0","0","2","13.72","48.01","2489.71"
"1036",1.08,97.1,18.9,0.66,"4","13.19","0","0","98.95","2315.53"
"1037",24.77,66.36,24.34,5.72,"12","31.89","12","31.89","441.08","5056.46"
"1038",1.67,90.93,22.38,0.78,"1","3.94","8","31.49","204.68","3192.28"
"1039",1.63,92.86,8.16,0.56,"0","0","1","8.07","56.51","5085.98"
"1040",17.99,81.32,35.62,0.18,"11","35.25","11","35.25","474.31","3214.43"
"1041",8.3,59.18,33.98,5.83,"216","55.6","659","169.63","1418.55","9454.95"
"1042",0.2,84.77,17.46,5.04,"28","24.34","31","26.95","953.67","8977.74"
"1043",14.25,83.86,19.01,0.33,"13","87.78","2","13.51","1215.48","5422.38"
"1044",2.17,74.65,31.6,7.47,"36","30.65","31","26.39","530.44","6200.09"
"1045",0.47,96.41,18.62,0.58,"10","77.86","8","62.29","537.26","7249.09"
"1046",2.13,95.77,4.58,0.27,"1","4.44","3","13.32","84.35","3303"
"1047",4.98,86.17,26.76,1.55,"42","39.81","42","39.81","681.43","6474.08"
"1048",0.39,98.9,6.15,0.19,"0","0","0","0","96.47","2744.13"
"1049",1.18,90.88,15.03,1.81,"0","0","1","8.59","85.9","2010.14"
"1050",13.09,85.19,26.24,0.32,"2","10.65","3","15.97","628.09","7404.06"
"1051",3.52,95.95,2.78,0.03,"5","28.19","1","5.64","84.57","2627.42"
"1052",6.61,48.03,22.16,7.73,"8","24.61","8","24.61","495.28","2294.89"
"1053",80.57,16.31,4.46,0.06,"174","150.95","503","436.37","2154.96","8024.71"
"1054",9.19,84.84,8.58,0.38,"53","63.42","68","81.37","1395.22","7234.57"
"1055",1,97.52,5.15,0.2,"3","20.41","9","61.22","292.52","4911.56"
"1056",0.52,98.45,3.23,0.1,"3","20.05","0","0","106.96","2246.14"
"1057",0.23,94.46,42.59,2.7,"9","43.58","7","33.89","266.29","5175.75"
"1058",42.37,53.68,30.16,2.8,"50","133.92","18","48.21","2581.96","11466.15"
"1060",1.21,96.78,15.58,1.77,"13","26.94","3","6.22","155.42","4012.02"
"1061",3.91,90.9,12.46,0.64,"7","32.73","1","4.68","149.6","2248.71"
"1062",6.1,83.01,20.47,0.72,"13","67.96","10","52.28","695.28","5849.76"
"1063",1.44,94.17,24.53,0.58,"11","43.04","2","7.83","297.37","3631.1"
"1064",2.69,66.17,20.53,4.64,"0","0","3","19.99","306.54","7310.41"
"1065",3.76,66.81,25.41,1.33,"15","57.27","18","68.72","832.32","5681.12"
"1067",1.4,97.7,5.73,0.1,"3","17.73","4","23.64","212.73","3025.47"
"1068",0.31,98.88,6.26,0.26,"0","0","13","57.02","78.94","2719.18"
"1069",8.28,90,10.8,0.82,"2","11.02","5","27.54","346.99","2952.19"
"1070",0.41,98,11.28,0.51,"1","8.4","0","0","84.02","2377.75"
"1071",2.17,96.3,16.13,0.53,"4","28.51","1","7.13","171.06","6072.7"
"1072",0.52,98.59,26.62,0.29,"5","38.6","3","23.16","108.07","4585.46"
"1073",3.2,86.85,39.51,2.86,"65","43.52","56","37.5","556.4","7720.02"
"1074",34.85,63.24,24.82,0.48,"11","66.56","12","72.61","1240.39","14013.43"
"1075",15.21,81.25,37.99,1.84,"3","23.65","1","7.88","212.83","3689.11"
"1076",2.69,96.49,3.67,0.18,"1","7.22","0","0","130.01","2181.29"
"1077",15.87,80.22,40.73,2.41,"13","39.3","0","0","447.45","8474.42"
"1078",1.46,97.34,2.93,0.17,"0","0","3","16.5","54.99","1792.59"
"1079",9.32,87.84,36.73,0.96,"10","77.42","0","0","487.73","4250.21"
"1080",2.03,96.07,13.38,0.86,"2","3.94","1","1.97","76.92","1110.39"
"1081",19.5,73.5,31.12,3.28,"13","46.39","22","78.51","1227.61","7304.97"
"1082",7.75,82.35,25.49,1.63,"11","82.43","3","22.48","771.88","9779.68"
"1083",1.55,96.9,14.15,0.53,"0","0","1","8.74","43.71","1118.88"
"1085",0.72,93.78,52.17,2.17,"7","13.65","14","27.3","74.09","5634.96"
"1086",0.22,98.37,6.24,0.18,"0","0","0","0","163.75","2378.42"
"1087",17.63,81.01,12.71,0.2,"0","0","5","28.5","906.29","9165.53"
"1089",3.8,95.48,26.72,0.16,"13","69.03","4","21.24","1093.88","7205.82"
"1090",16.68,81.57,14.53,2.2,"25","52.56","5","10.51","832.58","6830.94"
"1091",5.31,94.3,17.54,0.07,"6","33.88","0","0","112.94","4743.62"
"1092",3.29,95.65,15.35,0.96,"15","81.46","2","10.86","657.11","7429.13"
"1093",1.42,94.91,13.08,2.01,"2","17.5","1","8.75","236.22","4050.74"
"1094",5.25,93.64,5.32,0.07,"3","14.49","1","4.83","270.39","4181.35"
"1096",29.65,69.21,36.37,0.55,"135","49.52","257","94.26","999.13","5451.18"
"1097",0.66,96.98,15.92,1.21,"3","10.57","4","14.09","144.44","1648.7"
"1098",24.29,66.7,50.56,3.55,"10","78.2","1","7.82","594.35","4606.24"
"1099",24.04,74.53,18.21,0.15,"48","107.7","57","127.89","2344.68","7747.54"
"1100",41.58,57.23,27.49,0.65,"35","45.43","2","2.6","1283.7","7364.72"
"1101",1.07,96.97,27.34,3.33,"0","0","3","12.11","121.07","3285.04"
"1102",1.12,96.59,30.31,1.55,"61","98.7","113","182.84","673.11","7289.29"
"1103",0.55,98.71,21.74,0.19,"6","45.26","1","7.54","165.96","4888.35"
"1104",6.43,93,25.48,0.12,"30","55.45","6","11.09","275.38","5234.07"
"1105",0.67,94.31,22.18,0.78,"1","3.56","21","74.71","259.69","3525.44"
"1106",6.1,77.69,32.35,8.22,"3","20.59","4","27.45","253.89","3973.1"
"1107",1.57,97.15,37.82,0.66,"1","4.72","2","9.43","33.01","2268.33"
"1109",0.54,90.34,34.49,2.19,"3","18.99","5","31.65","126.61","4051.66"
"1110",45.71,51.71,43.46,1.66,"109","74.67","90","61.65","1169.38","9154.31"
"1111",1.01,97.28,13.82,1.11,"0","0","1","6.16","43.13","1336.95"
"1112",1.3,97.8,15.59,0.29,"2","18.94","1","9.47","170.42","4004.92"
"1113",20.29,64.86,34.85,4.12,"3","22.85","4","30.47","358.01","5408.29"
"1114",1.6,83.03,20.99,2.32,"10","37.17","19","70.63","479.52","3802.69"
"1115",3.86,86.76,10.05,0.58,"16","30.62","24","45.93","673.62","5105.73"
"1116",5.16,76.11,16.47,0.79,"15","68.72","27","123.7","1392.77","13735.28"
"1117",0.16,95.98,18.32,0.19,"14","55.19","10","39.42","204.97","3358.43"
"1118",1.31,96.22,11.77,0.88,"2","9.69","0","0","67.86","4071.35"
"1119",2.84,93.55,20.62,1.15,"4","11.07","5","13.83","182.6","2321.27"
"1120",0.39,98.02,15.62,0.12,"2","11.49","2","11.49","155.08","4888"
"1121",1.47,93.38,38.65,2.31,"9","36.66","0","0","93.7","1776.18"
"1122",17.78,76.28,27.21,5.06,"22","20.52","31","28.92","500.94","5005.64"
"1123",0.39,98.63,0,0,"4","29.98","2","14.99","134.91","2286.01"
"1124",1.13,89.89,28.69,1.36,"32","65.45","5","10.23","380.43","5688.05"
"1126",1.38,97.49,13.84,0.46,"1","8.59","2","17.18","68.71","3366.83"
"1127",1.73,96.19,5.2,0.12,"6","42.31","4","28.2","366.66","5020.45"
"1128",15.48,79.29,21.15,2.81,"10","12.7","13","16.52","412.91","4981.58"
"1129",37.94,60.51,27.47,0.76,"449","124.81","581","161.5","1562.48","7194.74"
"1130",4.72,92.84,8.55,0.37,"1","4.43","0","0","159.32","1106.39"
"1131",5.61,93.29,2.76,0.06,"14","54.56","4","15.59","911.96","4450.68"
"1133",20.89,78.4,16.06,0.16,"25","92.24","1","3.69","1660.33","7681.81"
"1134",1.5,96.16,23.51,1.56,"0","0","3","24.25","137.42","2214.86"
"1135",11.43,78.42,27.53,2.82,"435","60.63","459","63.98","1014.86","5790.44"
"1136",0.52,98.11,24.78,0.78,"1","9.16","1","9.16","375.6","1722.24"
"1137",17.13,36.2,23.5,3.76,"4","28.86","11","79.35","764.68","2395.04"
"1138",1.07,92.13,21.52,3.07,"2","15.42","0","0","146.46","2489.79"
"1139",2.7,93.65,10.68,0.88,"0","0","0","0","141.03","1039.19"
"1140",52.19,47.15,38.63,0.32,"102","91.52","45","40.38","820.1","9176.31"
"1141",0.68,98.52,9.16,0.23,"0","0","0","0","55.83","1507.54"
"1143",38.27,60.06,28.85,0.32,"18","102.54","42","239.26","2193.23","13301.81"
"1144",0.26,57.67,14.96,1.89,"1","6.29","4","25.15","339.49","2382.75"
"1145",2.21,74.29,27.38,6.81,"19","54.43","5","14.32","1231.81","5445.74"
"1146",0.2,97.86,22.53,0.35,"2","14.95","1","7.48","44.86","2011.21"
"1147",20.53,76.27,37.05,1.89,"62","120.79","20","38.96","845.51","10025.33"
"1148",1.05,97.91,9.14,0.16,"19","89.15","8","37.54","243.98","3373.53"
"1149",23.06,70.73,46.3,9.06,"3","18.19","0","0","794.37","5615.18"
"1150",7.72,91.25,19.18,0.26,"10","44.65","32","142.89","415.27","7153.38"
"1151",2.34,96.52,56.19,0.55,"9","45.08","8","40.07","140.25","6767.18"
"1152",1.82,85.35,20.52,3.25,"2","14.64","4","29.29","541.85","5791.9"
"1153",4.42,93.96,17.01,0.37,"2","17.55","12","105.27","131.59","2851.13"
"1154",0.48,96.12,16.75,1,"1","2.98","2","5.96","369.33","2689.58"
"1155",33.88,64.94,16.87,0.31,"38","59.6","49","76.85","1202.99","9584.68"
"1156",8.56,77.63,30.67,1.01,"136","68.64","128","64.6","643.52","5655.94"
"1157",11.48,73.01,8.59,0.51,"46","83.7","35","63.69","902.54","7276.73"
"1159",0.85,97.1,9.73,0.51,"16","20.34","19","24.16","205.97","3743.02"
"1160",1.07,98.12,7.38,0.52,"10","28.85","5","14.43","513.6","3990.54"
"1161",2.79,89.57,24.43,2.79,"22","44.86","16","32.63","383.35","3574.56"
"1162",0.48,98.48,20.95,0.53,"10","32.17","5","16.09","74","2429.14"
