,,rapes,rapesPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
,1174,2,11.09,9,49.91,754.26,4630.91
,1175,11,35.12,7,22.35,268.19,3457.74
,1176,3,9.44,9,28.31,534.69,5777.82
,1177,7,25.39,0,0,304.71,5833.06
,1178,12,41.53,7,24.23,114.21,3637.43
,1179,3,18.04,0,0,120.26,1906.19
,1180,18,47.64,24,63.52,690.81,7453.28
,1181,23,40.13,20,34.89,197.14,6512.56
,1182,1,5.44,1,5.44,212.07,2974.44
,1183,44,67.28,8,12.23,697.28,7370.37
,1184,5,29.86,1,5.97,513.59,3147.21
,1185,15,78.79,4,21.01,546.28,4107.57
,1186,3,9.47,2,6.31,123.07,1707.22
,1187,10,25.19,13,32.74,619.57,2284.35
,1188,11,79.31,1,7.21,216.29,2718.1
,1189,6,45.64,2,15.21,167.34,3772.72
,1190,61,113.04,33,61.15,563.33,5957.57
,1191,4,11.5,9,25.88,485.98,4077.64
,1192,9,69.03,1,7.67,1165.91,6696.33
,1193,79,85.7,278,301.59,2299.87,6833.44
,1194,22,40.7,12,22.2,199.81,4754.77
,1195,5,22.61,1,4.52,108.52,1777.07
,1196,1,5.97,8,47.78,286.67,4646.44
,1197,0,0,2,12.56,238.59,2059.4
,1198,13,41.36,9,28.63,362.65,2742.17
,1199,7,37.68,5,26.92,602.9,5151.53
,1200,14,67.7,9,43.52,483.61,3032.21
,1201,3,22.13,4,29.51,177.04,4086.75
,1202,0,0,0,0,35.26,2397.74
,1203,12,69.93,12,69.93,1730.67,5524.15
,1204,18,50.77,14,39.49,857.47,5835.9
,1205,5,44.74,0,0,1082.77,5100.67
,1206,13,31.16,18,43.14,467.36,4510.59
,1207,12,22.33,17,31.63,2037.32,5511.01
,1208,3,7.48,6,14.96,79.79,2580.79
,1209,4,16.65,7,29.14,237.29,3488.61
,1210,34,167.69,9,44.39,1252.77,10954.38
,1211,49,47.14,57,54.84,1189.11,3553.87
,1212,6,16.73,3,8.36,867.12,2238.89
,1213,17,88.84,15,78.39,2241.85,8005.85
,1214,2,18.32,1,9.16,219.84,1190.8
,1215,66,44.91,66,44.91,1019.98,5153.64
,1216,11,81.43,5,37.01,1317.64,10171
,1217,16,57.04,14,49.91,438.5,5340.46
,1218,8,17.79,11,24.47,698.38,4450.52
,1219,16,38.9,25,60.78,636.96,5810.42
,1220,1,7.16,0,0,150.31,2898.86
,1221,17,68.68,8,32.32,484.83,5244.23
,1222,9,22.1,17,41.75,260.35,4315.36
,1223,396,34.2,245,21.16,1162.84,6219.62
,1224,3,23.95,0,0,39.92,1892.37
,1225,3,23.83,1,7.94,150.9,2422.37
,1226,5,19.54,5,19.54,418.07,3450.03
,1227,553,55.31,958,95.81,672.57,9191.32
,1228,1,6.88,2,13.77,117.03,1239.16
,1229,102,86.77,58,49.34,537.64,6058.7
,1230,4,9.26,35,80.98,333.19,3158.41
,1231,2,5.39,0,0,177.84,3823.66
,1232,7,46.48,1,6.64,338.62,4727.44
,1233,25,76.03,4,12.17,2572.91,6982.76
,1234,28,84.67,20,60.48,1448.4,8360.8
,1235,19,26.01,14,19.17,570.95,5554.79
,1236,1,8.14,0,0,415.11,3418.53
,1237,1,3.94,6,23.63,712.74,9557
,1238,174,85.66,170,83.69,1617.17,9371.69
,1239,8,15.59,9,17.53,409.11,5287.25
,1240,6,27.52,2,9.17,210.97,3425.98
,1241,3,21.82,4,29.1,349.17,3673.53
,1242,2,10.77,4,21.54,113.07,4485.25
,1243,8,35.45,2,8.86,793.23,3137.46
,1244,2,16.7,1,8.35,66.79,1928.7
,1245,10,82.51,3,24.75,1889.44,11105.61
,1246,0,0,1,3.7,85.15,3457.98
,1247,0,0,5,40.4,56.56,2108.75
,1248,9,42.31,0,0,103.43,2712.74
,1249,0,0,6,43.65,298.25,2880.63
,1250,79,49.5,116,72.68,852.74,6184.09
,1251,6,13.98,16,37.29,349.61,3920.29
,1252,24,51.51,53,113.75,847.77,7632.05
,1253,17,30.18,5,8.88,1075.77,5547.47
,1254,0,0,4,35.43,79.71,4941.99
,1255,44,39.13,30,26.68,534.46,6542.41
,1256,99,79.71,227,182.78,2288.32,12328.9
,1257,0,0,0,0,316.14,2746.83
,1258,9,68.4,1,7.6,782.85,4263.89
,1259,166,67.31,119,48.25,1807.31,6499.74
,1260,1,3.85,9,34.61,30.76,2195.73
,1261,4,30.39,0,0,159.55,1671.48
,1262,1,8.96,3,26.88,268.82,4068.1
,1263,11,87.3,8,63.49,1007.94,5920.63
,1264,2,19.28,0,0,578.26,7305.32
,1265,8,23.27,4,11.64,267.64,4933.82
,1266,39,37.67,12,11.59,566.06,7883.27
,1267,3,28.97,0,0,86.9,2056.58
,1268,1,4.39,3,13.18,48.33,1818.82
,1269,0,0,0,0,204.98,3093.72
,1270,9,36.01,2,8,504.2,4957.98
,1271,0,0,2,9.44,80.26,2105.66
,1272,7,26.57,3,11.39,170.78,2724.96
,1273,23,71.1,36,111.28,234.92,8645.79
,1274,6,11.93,5,9.94,79.56,2838.22
,1275,28,105.01,17,63.75,952.56,5306.58
,1276,191,102.65,160,85.99,1849.26,9547.28
,1277,0,0,0,0,59.7,820.9
,1278,29,57.04,10,19.67,572.35,5265.23
,1279,32,60.59,14,26.51,1168.18,6013.22
,1280,1,4.82,1,4.82,173.64,2295.86
,1281,15,42.23,9,25.34,104.17,4099.33
,1282,3,21.49,5,35.81,1289.31,6955.09
,1283,5,40.8,3,24.48,220.3,4658.94
,1284,18,53.67,39,116.29,787.17,7391.62
,1285,0,0,13,14.07,143.94,3498.99
,1286,7,55.98,2,15.99,463.85,4526.55
,1287,3,11.87,18,71.23,407.57,13627.73
,1288,0,0,0,0,248.57,1464.56
,1289,35,77.67,12,26.63,372.83,3295.53
,1290,0,0,3,14.22,28.45,2204.52
,1291,1,9.96,1,9.96,89.62,3355.91
,1292,15,54.55,17,61.82,385.5,3302.18
,1293,9,27.19,8,24.17,241.68,2640.32
,1294,6,31.57,7,36.83,352.5,3367.18
,1295,14,24.24,25,43.28,361.82,4598.1
,1296,53,45.62,55,47.34,1118.18,6251.13
,1297,4,18.97,5,23.71,251.32,4846.13
,1298,0,0,2,16.66,149.98,2199.63
,1299,10,62.93,4,25.17,295.76,2869.55
,1300,3,21.54,0,0,272.83,1744.69
,1301,3,10.25,4,13.67,167.41,1674.13
,1302,11,37.43,9,30.63,1102.6,6333.16
,1303,5,39.53,9,71.15,1083.09,10253.78
,1304,10,38.73,5,19.36,863.57,5305.35
,1305,32,72.32,31,70.06,596.65,9605.17
,1306,4,23.29,1,5.82,139.76,1176.33
,1307,8,46.04,6,34.53,828.73,6192.45
,1308,10,18.15,0,0,455.62,3165.73
,1309,3,7.78,3,7.78,59.64,2831.8
,1310,17,43.64,2,5.13,939.47,4833.41
,1311,18,70.76,6,23.59,1419.14,11671.52
,1312,27,81.13,23,69.11,1577.48,12154.08
,1313,200,170.67,59,50.35,1250.99,9531.77
,1314,7,49.68,0,0,127.76,3080.42
,1315,12,23.76,17,33.66,384.07,4329.75
,1316,0,0,1,9.13,246.55,2100.26
,1317,4,30.04,1,7.51,232.79,3101.3
,1318,15,80.45,5,26.82,1163.91,6141.39
,1319,4,19.77,4,19.77,682.12,2590.08
,1320,3,25.8,9,77.4,395.6,5288.96
,1321,8,60.41,8,60.41,1230.84,7332.18
,1322,4,23.65,6,35.48,76.88,1738.62
,1323,424,68.12,512,82.25,966.16,7218.05
,1324,18,48.7,9,24.35,1201.23,10253.77
,1325,0,0,1,8.96,134.43,3826.85
,1326,2,16.72,2,16.72,292.57,4848.28
,1327,5,14.95,5,14.95,340.76,5153.19
,1328,8,16.48,3,6.18,348.12,3804.64
,1329,1,4.47,1,4.47,22.33,1246.15
,1330,1,5.08,0,0,244.05,4021.76
,1331,8,31.89,2,7.97,171.38,3021.12
,1332,1,3.87,0,0,85.1,3009.44
,1333,6,48.53,5,40.44,121.32,4019.73
,1334,39,21.14,50,27.1,483.47,3470.5
,1335,2,3.23,21,33.95,161.68,2942.65
,1336,0,0,2,18.83,310.65,2776.99
,1337,2,7.44,3,11.16,141.42,2508.28
,1338,109,128.42,17,20.03,2065.29,7289.2
,1339,18,45.19,82,205.85,1265.25,9165.54
,1340,15,33.78,13,29.28,617.09,6722.67
,1341,1,3.49,6,20.92,90.66,2873.38
,1342,2,19.06,0,0,76.24,2639.86
,1343,3,20.55,1,6.85,219.16,1657.42
,1344,17,59.26,5,17.43,1307.21,10938.75
,1345,6,42.68,4,28.45,113.81,3151.23
,1346,7,56.18,6,48.15,698.18,2760.61
,1347,0,0,1,7.31,116.97,3136.19
,1348,14,49.5,15,53.03,597.51,7265.59
,1349,324,58.48,200,36.1,3048.38,9252.35
,1350,21,28.62,81,110.38,720.85,4624.86
,1351,7,13.25,0,0,83.27,4210.9
,1352,10,83.96,15,125.93,444.97,7085.89
,1353,6,32.97,6,32.97,186.81,5961.54
,1354,5,37.56,7,52.59,1502.52,4492.52
,1355,5,9.78,7,13.7,90.01,3254.08
,1356,1,3.86,4,15.45,390.07,3873.63
,1357,6,58.57,3,29.29,458.81,6696.6
,1358,3,14.52,1,4.84,96.77,1437
,1359,22,24.92,14,15.86,440.66,3533.2
,1360,36,131.27,27,98.45,3540.57,12185.96
,1361,13,33.81,3,7.8,408.34,4390.35
,1362,6,30.46,0,0,568.5,2796.81
,1363,0,0,0,0,78.88,1507.45
,1364,2,6.33,0,0,740.32,4533.66
,1365,12,102.94,1,8.58,669.13,4520.89
,1366,14,28.86,19,39.16,138.1,6113.32
,1367,1,5.41,0,0,27.07,3789.93
,1368,7,48.02,0,0,1029.02,6613.16
,1369,33,50.66,59,90.58,2956.98,4214.39
,1370,35,34.88,64,63.79,1625.6,11484.87
,1371,6,51.04,3,25.52,1514.12,7655.67
,1372,492,121.68,248,61.33,4026.59,13325.77
,1373,5,9.46,9,17.02,242.12,3514.55
,1374,3,23.53,8,62.76,439.32,4950.18
,1375,1,9.02,0,0,243.53,3616.85
,1376,66,48.71,64,47.23,1160.86,6844.87
,1377,27,21.88,46,37.27,223.64,5202.98
,1378,2,7.52,7,26.34,285.93,2840.48
,1379,31,155.61,1,5.02,476.86,3915.27
,1380,12,23.04,0,0,887.01,3202.46
,1381,70,69.06,39,38.48,1155.27,6390.96
,1382,9,51.44,6,34.29,800.14,7898.5
,1383,13,38.41,18,53.18,499.32,4597.29
,1384,0,0,6,23.71,383.23,5637.86
,1385,5,13.5,16,43.19,89.07,879.92
,1386,1,8.31,1,8.31,83.09,2908.18
,1387,0,0,0,0,107.37,1250.55
,1388,67,57.04,60,51.08,332.86,8062.76
,1389,5,20.24,2,8.1,113.34,2388.28
,1390,6,9.59,5,7.99,487.27,2789.45
,1391,19,24.08,0,0,1764.17,7210.03
,1392,0,0,0,0,39.54,1333.11
,1393,15,15.47,21,21.65,408.3,3967.5
,1394,28,41.79,22,32.83,1707.41,5258.05
,1395,1,6.66,0,0,106.6,2072.09
,1396,2,7.79,6,23.38,487.18,8375.56
,1397,15,84.15,0,0,297.32,3309.77
,1398,3,24.59,3,24.59,131.14,1786.74
,1399,0,0,2,6.66,13.32,1248.38
,1400,23,63.31,7,19.27,231.23,2738.93
,1401,12,22.52,27,50.67,540.49,5887.21
,1402,18,28.63,10,15.9,1348.6,2899.17
,1403,2,11.49,0,0,86.15,2940.5
,1404,3,15.02,0,0,70.12,1843.04
,1405,5,23,2,9.2,280.63,6817.87
,1406,15,55.29,6,22.11,449.67,4743.65
,1407,9,53.53,0,0,386.63,4490.84
,1408,29,43.04,4,5.94,978.02,3076.53
,1409,2,15.86,8,63.43,63.43,1791.94
,1410,7,44.69,6,38.31,434.14,6748.39
,1411,13,40.18,25,77.27,689.27,4280.9
,1412,41,58.15,56,79.42,694.91,4887.04
,1413,5,31.92,1,6.38,210.67,3255.87
,1414,39,40.39,59,61.11,798.57,8426.98
,1415,5,40.49,0,0,736.96,4186.91
,1416,30,25.56,42,35.78,473.71,4686.81
,1417,30,124.94,20,83.3,662.2,7933.86
,1418,3,18.31,7,42.72,463.84,5932.26
,1419,2,17.5,2,17.5,507.39,3927.92
,1420,17,45.33,9,24,391.99,5037.2
,1421,8,39.16,0,0,582.45,5599.33
,1422,8,77.15,3,28.93,298.97,5111.39
,1423,2,18.82,0,0,517.6,5458.31
,1424,12,40.05,14,46.73,874.44,6244.58
,1425,7,50.74,5,36.25,1790.5,10344.33
,1426,5,37.02,3,22.21,651.61,2302.85
,1427,16,71.19,6,26.7,489.45,5753.31
,1428,8,14.29,4,7.15,778.93,3115.73
,1429,1,7.44,4,29.76,282.67,4202.93
,1430,23,67.88,13,38.37,1230.71,6658.21
,1431,0,0,0,0,186.22,1935.36
,1432,3,23.75,0,0,110.86,3436.53
,1433,31,26.87,24,20.8,340.63,4352.73
,1434,13,58.13,18,80.49,384.56,6255.87
,1435,5,42.27,8,67.63,109.9,3998.65
,1436,4,26,15,97.51,208.02,3737.89
,1437,11,105.34,1,9.58,1522.7,5420.42
,1438,699,102.92,387,56.98,1681.08,8316.74
,1439,5,26.01,1,5.2,62.43,1050.88
,1440,0,0,2,15.22,30.44,2184.17
,1441,7,36.51,1,5.22,323.35,1324.71
,1442,24,101.66,6,25.42,881.06,5900.54
,1443,14,14.81,6,6.35,579.84,3115.05
,1444,38,102.91,12,32.5,1700.7,5291.66
,1445,4,24.24,12,72.73,1339.48,5630.64
,1446,7,29,0,0,165.71,2158.42
,1447,2,6.01,13,39.07,261.47,3849.97
,1448,6,18,3,9,300,7305.07
,1449,6,56.32,1,9.39,234.68,4881.25
,1450,14,72.81,0,0,462.84,3479.12
,1451,25,92.51,6,22.2,1202.68,4888.43
,1452,8,69.24,5,43.28,519.3,4102.48
,1453,5,16.06,10,32.11,253.7,2957.71
,1454,2,5.55,2,5.55,41.65,699.77
,1455,22,33.44,8,12.16,541.12,4865.48
,1456,20,31.37,79,123.9,611.64,4781.77
,1457,10,43.78,8,35.02,595.42,6348.23
,1458,11,29.78,16,43.31,343.81,5698.58
,1459,17,61.94,3,10.93,648.57,4693.02
,1460,37,104.21,13,36.62,543.6,3993.92
,1461,5,8.46,14,23.68,470.21,2417
,1462,6,49.62,0,0,272.91,5061.2
,1463,100,44.02,59,25.97,2017.65,6265.54
,1464,19,83.26,4,17.53,604.73,2502.19
,1465,10,42.04,7,29.43,870.26,7470.78
,1466,30,95.33,5,15.89,1404.47,7778.59
,1467,11,21.66,22,43.33,145.74,5494.94
,1468,18,20.76,42,48.44,811.92,6709.88
,1469,62,84.62,20,27.3,631.89,6142.86
,1470,73,137.56,7,13.19,1164.57,5575.97
,1471,1,8.06,3,24.18,56.43,1644.5
,1472,8,51.82,6,38.87,129.56,2617.09
,1473,2,13.55,4,27.11,291.41,1328.27
,1474,4,26.53,0,0,199,1247.1
,1475,3,19.94,0,0,471.89,3728.57
,1476,76,45.97,63,38.11,1421.42,14206.91
,1477,6,54.18,1,9.03,460.5,3033.86
,1478,1,7.94,0,0,39.71,905.48
,1479,16,79.8,1,4.99,369.08,3451.37
,1480,2,15.41,6,46.24,208.06,2743.32
,1481,2,15.47,5,38.66,278.38,2938.45
,1482,11,39.04,8,28.4,330.1,5061.58
,1483,15,48.29,13,41.85,367.02,9848.36
,1484,1,4.44,1,4.44,248.69,1390
,1485,32,19.96,19,11.85,303.7,4036.62
,1486,13,30.27,11,25.61,221.18,3888.15
,1487,3,27.2,2,18.13,1759,10952.94
,1488,40,134.82,21,70.78,903.3,7624.12
,1489,19,98.34,23,119.05,2008.28,5983.44
,1490,5,12.79,15,38.38,570.65,5849.84
,1491,2,7.18,2,7.18,82.59,2574.6
,1492,1,4.37,0,0,179.06,2166.22
,1493,16,45.73,7,20.01,1440.54,9049.08
,1494,6,27.36,70,319.18,1199.22,7633.03
,1495,13,22.8,16,28.06,270.09,2023.89
,1496,33,75.24,25,57,449.15,6313.13
,1497,1,4.61,0,0,115.14,2118.64
,1498,25,47.3,10,18.92,1275.11,9192.55
,1499,4,33.47,3,25.1,1204.92,6827.88
,1500,29,95.7,2,6.6,290.39,6771.38
,1501,18,35.26,9,17.63,284.04,5870.71
,1502,7,28.59,0,0,514.54,3540.51
,1503,0,0,1,4.35,69.59,1317.85
,1504,36,66.91,10,18.59,513,5817.74
,1505,2,8.54,3,12.81,469.8,4317.93
,1506,19,69.44,10,36.55,694.37,4129.66
,1507,5,34.65,2,13.86,277.22,4809.76
,1508,14,72.84,13,67.63,239.32,6461.68
,1509,80,45.14,284,160.23,813.57,6641.13
,1510,11,70.29,0,0,632.63,4013.04
,1511,2,17.9,1,8.95,178.97,3319.91
,1512,56,92.81,60,99.44,1756.74,9363.76
,1513,4,13.33,2,6.67,173.3,1753.04
,1514,0,0,0,0,313.48,5919.23
,1515,20,23.97,27,32.36,433.92,3846.57
,1516,7,61.15,7,61.15,602.73,14142.21
,1517,1,4.98,1,4.98,44.79,2662.35
,1518,33,28.94,31,27.19,659.56,6668.42
,1519,7,66.54,0,0,1292.78,7813.69
,1520,8,40.05,1,5.01,150.18,2432.92
,1521,8,25.22,5,15.76,349.87,2937.65
,1522,3,10.89,15,54.46,279.55,2508.71
,1523,30,241.06,11,88.39,739.25,8155.89
,1524,7,47.46,0,0,284.75,8922.03
,1525,42,33.1,21,16.55,822.7,8282.9
,1526,226,63.7,335,94.42,1262.47,6896.95
,1527,3,11.68,2,7.79,210.28,2675.23
,1528,5,22.75,0,0,464.08,5286.86
,1529,3,21.27,0,0,42.54,843.73
,1530,8,10.75,5,6.72,205.68,3085.26
,1531,14,28.86,1,2.06,896.83,3195.61
,1532,68,67.05,27,26.62,383.57,4344.48
,1533,8,42.98,1,5.37,75.22,3771.56
,1534,10,19.13,10,19.13,1262.31,3798.41
,1535,5,28.98,12,69.55,144.9,5633.8
,1536,2,18.16,1,9.08,1425.33,9568.77
,1537,27,91.2,2,6.76,1607.89,13200.92
,1538,6,31.78,0,0,121.81,6164.6
,1539,4,17.59,7,30.78,567.16,5355.02
,1540,62,401.35,44,284.83,627.91,6194.98
,1541,2,7.7,0,0,69.34,1032.44
,1542,19,93.42,11,54.09,2586.29,5575.77
,1543,1,8.41,0,0,235.59,3474.97
,1544,5,20.95,7,29.32,180.13,2836.08
,1545,54,70.24,29,37.72,2682.28,11058.21
,1546,0,0,0,0,16.92,516.16
,1547,1,5.88,0,0,94.15,1253.38
,1548,9,56.93,9,56.93,929.91,4067.56
,1549,5,22.79,2,9.11,350.93,5660.38
,1550,116,151.12,60,78.17,530.22,7817.87
,1551,17,28.13,29,47.99,316.1,5085.73
,1552,9,77.47,0,0,421.76,4484.42
,1553,1,8.03,3,24.1,216.87,3935.74
,1554,0,0,0,0,54.25,2242.31
,1555,89,52.93,69,41.04,671.46,7617.37
,1556,18,24.68,7,9.6,309.84,3644.04
,1557,15,36.19,18,43.43,1095.4,6878.83
,1558,0,0,0,0,23.52,2014.66
,1559,33,22.19,65,43.71,616.67,5849.28
,1560,0,0,5,14.31,88.7,2500.79
,1561,7,30.29,4,17.31,1129.23,4274.65
,1562,2,6.85,1,3.43,58.23,1791.46
,1563,20,74.91,9,33.71,1292.18,5775.5
,1564,25,105.16,21,88.33,1013.71,9245.39
,1565,9,29.15,1,3.24,103.65,2753.13
,1566,157,70.17,132,58.99,1564.23,9600.36
,1567,2,15.23,3,22.84,91.37,3114.06
,1568,3,23.56,0,0,125.67,2599.75
,1569,6,33.46,0,0,786.35,6424.63
,1570,14,44.51,15,47.69,438.76,5118.91
,1571,14,50.32,1,3.59,747.58,6954.68
,1572,6,30.84,0,0,128.51,4467.18
,1573,3,14.23,0,0,284.54,4599.99
,1574,25,91.39,38,138.92,1089.42,10956.35
,1575,26,22.23,33,28.22,624.28,6481.43
,1576,2,16.32,1,8.16,620.31,10218.74
,1577,5,32.85,6,39.41,696.31,3461.87
,1578,1,7.34,0,0,161.4,4152.3
,1579,7,46.03,0,0,618.06,5799.2
,1580,3,11.97,12,47.89,243.44,3412.22
,1581,9,20.38,8,18.12,140.42,1929.7
,1582,13,70.22,12,64.82,1199.16,8097.01
,1583,2,4.87,4,9.74,233.77,3284.96
,1584,4,15.65,1,3.91,66.52,2246.14
,1585,20,38.12,26,49.55,1964.89,5359.15
,1586,1,4.83,0,0,521.89,3682.23
,1587,2,13.22,8,52.87,455.99,5075.34
,1588,2,9.84,1,4.92,142.71,3110.08
,1589,15,73.38,1,4.89,816.99,2739.59
,1590,1,4.05,3,12.14,24.29,2724.37
,1591,2,11.69,1,5.85,105.23,5092.08
,1592,26,124.57,3,14.37,210.81,5442.7
,1593,0,0,5,48.87,87.96,2238.08
,1594,10,22.04,16,35.26,315.14,2781.21
,1595,14,37.13,3,7.96,230.76,5660.33
,1596,31,24,73,56.52,493.93,5650.82
,1597,204,53.87,267,70.5,3829.21,14679.18
,1598,2,7.16,2,7.16,89.44,1595.59
,1599,4,26.79,0,0,428.64,2913.4
,1600,12,60.69,1,5.06,900.31,8203.94
,1601,11,63.79,0,0,133.38,4662.49
,1602,6,50.6,3,25.3,1054.23,4301.26
,1603,1,5.82,0,0,232.83,2741.56
,1604,4,32.78,0,0,450.75,4179.64
,1605,259,61.71,231,55.04,1595.37,7757.66
,1606,1,3.51,3,10.52,343.74,6674.85
,1607,2,7.57,0,0,15.14,969
,1608,8,51.52,4,25.76,399.28,7702.22
,1609,21,37.73,27,48.51,551.55,4895.71
,1610,5,11.73,3,7.04,220.58,4878.56
,1611,2,9.15,0,0,64.07,3198.79
,1612,11,22.09,10,20.08,148.57,2640.19
,1613,4,9.08,8,18.16,324.61,1602.62
,1614,2,16.96,3,25.43,1305.64,8707.08
,1615,27,198.34,2,14.69,286.49,4121.06
,1616,43,81.59,40,75.9,865.28,7464.9
,1617,28,62.19,16,35.54,1576.9,6603
,1618,12,65.41,2,10.9,981.19,4175.52
,1619,2,12.18,0,0,541.89,2179.74
,1620,11,48.26,6,26.33,710.78,6471.57
,1621,7,20.65,11,32.44,542.71,2498.23
,1622,1,7.66,1,7.66,214.53,1126.26
,1623,2,17.09,9,76.9,76.9,1649.15
,1624,9,75.37,3,25.12,108.87,2068.5
,1625,3,21.85,3,21.85,276.81,27119.76
,1626,0,0,1,7.44,141.44,2590.64
,1627,1,9.48,1,9.48,237.1,1602.81
,1628,10,21.66,2,4.33,223.06,3101.18
,1629,12,30.18,21,52.81,809.72,5856.61
,1630,2,14.87,2,14.87,208.13,2921.28
,1631,21,17.47,49,40.77,249.62,3942.26
,1632,53,98.08,25,46.26,1622.96,10389.18
,1633,1,5.35,6,32.1,80.24,2086.23
,1634,29,18.38,23,14.58,251.6,5041.57
,1635,0,0,2,15.03,112.75,2322.61
,1636,83,84.72,26,26.54,457.27,5078.95
,1637,6,23.44,11,42.98,269.6,4821.63
,1638,4,27.11,0,0,81.34,3280.91
,1639,0,0,6,16.65,302.47,5236.28
,1640,3,22.62,0,0,173.4,4704.46
,1641,5,31.05,0,0,93.16,3421.94
,1642,12,60.65,12,60.65,161.73,6135.65
,1643,3,18.07,6,36.14,554.08,3860.52
,1644,19,60.12,9,28.48,461.98,4768.53
,1645,2,10.23,1,5.11,659.78,3145.46
,1646,0,0,3,14.22,28.45,1858.44
,1647,5,25.04,6,30.05,661.06,8268.23
,1648,9,62.91,3,20.97,692.02,5647.98
,1649,12,30.97,17,43.88,957.64,4811.44
,1650,24,64.72,21,56.63,447.63,6226.4
,1651,32,61.41,20,38.38,293.63,5903.35
,1652,20,41.11,28,57.56,515.95,7032.15
,1653,4,22.31,5,27.89,278.88,3893.13
,1654,0,0,4,22.46,95.47,1173.76
,1655,27,51.05,9,17.02,521.87,7345.85
,1656,16,86.91,12,65.19,2210.88,12923.03
,1657,82,50.74,61,37.74,1343.3,8405.06
,1658,6,41.65,1,6.94,333.19,2950.16
,1659,28,40.54,34,49.23,1461.01,7997.16
,1660,0,0,1,6.29,339.84,4285.71
,1661,12,37.21,13,40.31,1513.08,7255.36
,1662,10,25.22,19,47.91,398.42,6667.17
,1663,0,0,2,14.97,44.92,1849.22
,1664,4,20.51,2,10.25,446.04,4101.51
,1665,13,86.62,6,39.98,1059.43,8049.04
,1666,2,17.92,0,0,259.79,3878.89
,1667,265,87.05,109,35.8,510.78,5965.75
,1668,1,8.47,2,16.94,635.43,1914.77
,1669,19,32.56,1,1.71,219.36,3689.74
,1670,2,15.46,0,0,69.58,1469
,1671,1,4.65,3,13.96,255.89,2493.72
,1672,3,19.74,2,13.16,243.47,3395.41
,1673,4,26.91,1,6.73,148.02,2354.84
,1674,43,72.45,44,74.13,303.26,4355.15
,1675,6,16.41,11,30.08,246.09,4634.69
,1676,9,29.92,14,46.54,611.64,6867.67
,1677,194,69.14,214,76.26,792.93,9053.65
,1678,4,22.41,5,28.01,336.13,4711.48
,1679,28,60.62,13,28.15,517.46,3570.27
,1680,0,0,1,4.64,65.03,1467.72
,1681,4,26.49,3,19.87,291.41,10404.66
,1682,3,24.66,1,8.22,139.73,2885.09
,1683,83,93.11,24,26.92,1573.82,10452.52
,1684,12,15.81,12,15.81,502.05,8631.03
,1685,14,19.14,16,21.88,604.42,2998.85
,1686,58,128.21,38,84,499.59,9100.96
,1687,131,53.94,338,139.18,1636.75,7621.71
,1688,6,19.37,10,32.29,80.73,2676.96
,1689,22,68.57,20,62.34,377.16,2802.19
,1690,2,16.86,1,8.43,320.4,4460.37
,1691,51,71.6,8,11.23,306.05,2754.42
,1692,50,93.59,16,29.95,2493.17,7681.65
,1693,3,8.16,29,78.92,568.75,5284.79
,1694,92,107.62,59,69.02,2089.28,9898.93
,1695,2,11.17,2,11.17,122.88,4552.31
,1696,2,18.55,3,27.83,194.82,5445.77
,1697,3,22.99,2,15.33,30.66,5180.87
,1698,15,71.36,13,61.85,214.08,7759.28
,1699,103,93.31,29,26.27,430.31,4012.32
,1700,6,42.02,1,7,413.19,5448.56
,1701,61,33.44,95,52.08,430.93,3922.8
,1702,39,53.07,48,65.32,1271.02,8434.49
,1703,7,23.19,7,23.19,483.72,4346.82
,1704,1,6.03,0,0,96.55,3325.09
,1705,6,34.59,1,5.76,570.7,4767.39
,1706,2,12.99,2,12.99,64.94,3987.53
,1707,1,8.27,1,8.27,57.88,983.96
,1708,51,90.74,84,149.46,1368.23,10780.37
,1709,1,9.46,0,0,122.95,1134.97
,1710,24,109.32,12,54.66,264.2,4473.19
,1711,6,43.73,3,21.86,233.22,2973.54
,1712,4,25.15,0,0,591.05,3137.58
,1713,15,76.99,8,41.06,549.22,7365.77
,1714,0,0,2,16.08,64.3,1591.51
,1715,11,13.72,10,12.48,496.56,5910.02
,1716,17,142.21,9,75.29,2451.06,4810.11
,1717,6,19.46,4,12.97,194.55,3842.41
,1718,20,61.6,6,18.48,1678.68,8987.86
,1719,18,27.65,48,73.73,950.76,5320.55
,1720,56,53.59,127,121.53,1308.07,7757.52
,1721,4,20.69,23,118.99,331.11,2612.65
,1722,14,46,3,9.86,1938.43,6814.07
,1723,0,0,1,8.26,627.84,10698.06
,1724,87,44.15,70,35.52,860.21,5422.59
,1725,0,0,0,0,43.5,1822.05
,1726,10,18.32,5,9.16,487.28,5006.5
,1727,30,48.52,63,101.9,1285.83,5130.36
,1728,2,5.52,29,80.06,113.19,2225.17
,1729,0,0,0,0,47.11,2911.52
,1730,2,7.95,0,0,421.34,2857.94
,1731,1,3.49,0,0,296.26,4945.8
,1732,2,11.03,0,0,49.63,1637.81
,1733,6,35.31,0,0,94.16,3842.98
,1734,12,35.04,1,2.92,878.96,4497.01
,1735,4,29.14,3,21.86,480.87,2557.38
,1736,50,41.52,63,52.32,1219.94,5828.13
,1737,4,28.54,1,7.14,827.68,6243.31
,1738,0,0,0,0,111.83,1888.03
,1739,2,13.51,2,13.51,162.1,2512.49
,1740,65,58.01,80,71.4,1448.54,6903.54
